start_frame,end_frame,num_frames,hole_number,previous_hole,distance
14,29,15,11,-1,0.0
32,35,3,10,11,69.73686013812095
39,42,3,9,10,69.74624106712376
44,48,4,8,9,70.09425839430807
49,50,1,7,8,70.69139637843989
53,54,1,6,7,70.74506664923368
56,57,1,5,6,70.11885792898079
58,59,1,4,5,68.89357761453809
61,62,1,3,4,67.19820334965843
63,65,2,2,3,65.37118262672682
66,67,1,1,2,64.22864678991573
69,117,48,20,1,63.60853434422879
118,121,3,20,20,0.0
130,137,7,19,20,64.57999758063221
140,152,12,18,19,66.09959529325631
158,159,1,16,18,137.1229391778451
162,163,1,15,16,72.02735355659583
166,167,1,14,15,72.52535376477717
170,181,11,13,14,73.78956395691824
185,197,12,12,13,70.13763003959002
198,209,11,12,12,0.0
211,217,6,12,12,0.0
222,223,1,12,12,0.0
224,237,13,12,12,0.0
