start_frame,end_frame,num_frames,hole_number,previous_hole,distance
11,13,2,9,-1,0.0
17,22,5,8,9,70.10977177240689
26,30,4,7,8,70.62942347158997
34,39,5,6,7,70.65238044143638
42,44,2,5,6,70.04137691131403
47,51,4,4,5,68.73606143100496
53,57,4,3,4,67.0748593485675
60,64,4,2,3,65.23643953592928
66,68,2,1,2,64.05354842755031
69,76,7,1,1,0.0
77,103,26,1,1,0.0
106,123,17,20,1,63.78717579207123
126,131,5,19,20,64.50418473374334
134,140,6,18,19,66.15557865366728
158,163,5,17,18,68.22384883756699
197,199,2,17,17,0.0
200,226,26,17,17,0.0
230,237,7,17,17,0.0
242,243,1,17,17,0.0
252,335,83,16,17,70.2307382877815
