start_frame,end_frame,num_frames,hole_number,previous_hole,distance
3,6,3,7,-1,0.0
12,20,8,6,7,70.62760575677369
23,27,4,5,6,70.1231541509307
28,34,6,4,5,68.95185170567069
35,75,40,3,4,67.16492343868387
79,84,5,2,3,65.45554389934095
85,88,3,2,2,0.0
90,99,9,1,2,64.16544877434255
102,107,5,20,1,63.80875100057728
110,116,6,19,20,64.42241185558427
122,124,2,18,19,66.17784665368895
132,133,1,15,18,204.51807568547895
135,137,2,14,15,72.55149643972248
140,142,2,13,14,74.03397362666871
145,149,4,12,13,70.4972188280981
153,163,10,11,12,70.40103286604864
172,179,7,10,11,69.73356570099263
184,195,11,9,10,69.73114309393841
199,243,44,8,9,70.26561974814568
335,337,2,7,8,70.56135605424701
357,358,1,8,7,70.56135605424701
394,395,1,9,8,70.26561974814568
418,419,1,7,9,139.0400854758455
