start_frame,end_frame,num_frames,hole_number,previous_hole,distance
2,10,8,12,-1,0.0
12,30,18,12,12,0.0
38,45,7,12,12,0.0
46,57,11,12,12,0.0
61,71,10,13,12,70.38269230007508
72,104,32,13,13,0.0
110,112,2,14,13,74.16244953103173
114,115,1,14,14,0.0
116,118,2,14,14,0.0
122,145,23,14,14,0.0
148,158,10,14,14,0.0
165,171,6,15,14,72.45350589743603
173,221,48,15,15,0.0
222,263,41,15,15,0.0
268,271,3,14,15,72.45350589743603
280,283,3,13,14,74.16244953103173
288,296,8,13,13,0.0
302,340,38,12,13,70.38269230007508
345,443,98,11,12,70.22150871069648
446,511,65,11,11,0.0
513,665,152,11,11,0.0
671,681,10,10,11,69.88286142758
682,683,1,10,10,0.0
687,716,29,9,10,69.69530035339957
719,844,125,8,9,70.1674247971045
