start_frame,end_frame,num_frames,hole_number,previous_hole,distance
12,14,2,1,-1,0.0
17,21,4,2,1,64.28178707756835
24,26,2,3,2,65.29580661144884
31,32,1,4,3,67.26133074829056
63,65,2,8,4,265.66287077511186
68,81,13,9,8,70.15593996240321
84,86,2,10,9,69.74969231973277
89,91,2,11,10,69.71872116706867
95,97,2,12,11,70.47383087084515
109,111,2,15,12,209.2433653349504
120,121,1,17,15,140.72019502393795
130,131,1,19,17,132.78397333577362
133,135,2,20,19,64.4552272679053
137,142,5,1,20,63.84240368190467
144,155,11,2,1,64.28178707756835
165,185,20,2,2,0.0
186,191,5,2,2,0.0
192,205,13,2,2,0.0
209,251,42,2,2,0.0
256,267,11,1,2,64.28178707756835
275,276,1,1,1,0.0
297,309,12,2,1,64.28178707756835
313,315,2,3,2,65.29580661144884
318,323,5,3,3,0.0
326,360,34,2,3,65.29580661144884
361,373,12,2,2,0.0
386,404,18,2,2,0.0
407,409,2,2,2,0.0
413,450,37,1,2,64.28178707756835
454,462,8,2,1,64.28178707756835
466,467,1,3,2,65.29580661144884
472,476,4,2,3,65.29580661144884
478,509,31,2,2,0.0
621,622,1,9,2,403.5062146308453
629,637,8,10,9,69.74969231973277
