start_frame,end_frame,num_frames,hole_number,previous_hole,distance
32,37,5,3,-1,0.0
40,43,3,2,3,65.36463345140277
47,58,11,1,2,64.1862098655688
68,69,1,20,1,63.807425037417445
84,86,2,20,20,0.0
98,108,10,2,20,126.32941057777394
111,128,17,3,2,65.36463345140277
137,141,4,4,3,67.24291426252879
147,151,4,5,4,68.91163776985856
154,161,7,6,5,70.17087276275123
165,168,3,7,6,70.61534801491024
170,171,1,7,7,0.0
178,192,14,8,7,70.77490224425033
196,198,2,9,8,70.16394475199894
200,202,2,9,9,0.0
204,207,3,10,9,69.77421784210841
221,224,3,10,10,0.0
252,263,11,11,10,69.69510921829304
264,265,1,11,11,0.0
267,271,4,11,11,0.0
301,303,2,4,11,399.3454624642835
316,318,2,3,4,67.24291426252879
324,330,6,2,3,65.36463345140277
336,339,3,1,2,64.1862098655688
340,344,4,1,1,0.0
348,353,5,20,1,63.807425037417445
360,386,26,19,20,64.37864896307671
391,403,12,19,19,0.0
409,411,2,19,19,0.0
425,428,3,18,19,66.2455244296435
448,450,2,18,18,0.0
465,467,2,17,18,68.209704241553
470,472,2,16,17,70.34203299957314
507,516,9,7,16,426.1290152945312
517,546,29,7,7,0.0
547,551,4,7,7,0.0
567,571,4,7,7,0.0
597,616,19,6,7,70.61534801491024
622,623,1,5,6,70.17087276275123
