start_frame,end_frame,num_frames,hole_number,previous_hole,distance
26,27,1,20,-1,0.0
28,31,3,20,20,0.0
38,54,16,19,20,64.41404731254721
56,58,2,18,19,66.10703350861162
61,66,5,17,18,68.2051956829893
67,71,4,16,17,70.35824927750221
73,78,5,16,16,0.0
81,93,12,15,16,72.1340987571809
95,134,39,14,15,72.45137249602854
138,150,12,14,14,0.0
156,165,9,13,14,73.91145750538212
168,176,8,12,13,70.55353722804449
180,187,7,11,12,70.43761970696859
194,200,6,11,11,0.0
204,213,9,10,11,69.74549524635455
217,225,8,9,10,69.68467373669186
230,231,1,8,9,70.13684737059728
232,239,7,8,8,0.0
251,255,4,6,8,139.7512277259521
270,274,4,5,6,70.08651123509948
282,297,15,5,5,0.0
306,310,4,6,5,70.08651123509948
314,319,5,7,6,70.6881630974052
334,341,7,8,7,70.6671415423651
344,346,2,9,8,70.13684737059728
361,366,5,10,9,69.68467373669186
369,375,6,11,10,69.74549524635455
381,384,3,12,11,70.43761970696859
385,387,2,12,12,0.0
394,400,6,13,12,70.55353722804449
403,404,1,14,13,73.91145750538212
413,419,6,13,14,73.91145750538212
422,433,11,12,13,70.55353722804449
464,467,3,11,12,70.43761970696859
469,472,3,10,11,69.74549524635455
483,489,6,10,10,0.0
522,525,3,4,10,365.0608867010678
529,535,6,3,4,67.12878701306234
542,553,11,2,3,65.4132621553561
556,565,9,1,2,64.16044928206749
568,582,14,20,1,63.75812679200858
586,588,2,19,20,64.41404731254721
591,594,3,18,19,66.10703350861162
618,622,4,18,18,0.0
628,636,8,17,18,68.2051956829893
638,644,6,17,17,0.0
647,652,5,16,17,70.35824927750221
654,727,73,16,16,0.0
