start_frame,end_frame,num_frames,hole_number,previous_hole,distance
191,197,6,8,-1,0.0
214,216,2,8,8,0.0
218,287,69,8,8,0.0
291,304,13,8,8,0.0
306,307,1,8,8,0.0
313,333,20,8,8,0.0
350,356,6,7,8,70.61205998441136
360,367,7,6,7,70.75460085111183
370,371,1,5,6,70.14117769798104
381,383,2,3,5,134.69321870352627
387,403,16,2,3,65.35551325636092
414,422,8,2,2,0.0
425,434,9,2,2,0.0
446,465,19,2,2,0.0
466,472,6,2,2,0.0
490,514,24,2,2,0.0
518,548,30,2,2,0.0
549,582,33,2,2,0.0
583,628,45,2,2,0.0
636,639,3,3,2,65.35551325636092
