start_frame,end_frame,num_frames,hole_number,previous_hole,distance
17,19,2,14,-1,0.0
26,29,3,13,14,73.71632012363122
33,35,2,14,13,73.71632012363122
39,40,1,14,14,0.0
44,46,2,15,14,72.51075109337468
49,53,4,16,15,71.96372182068284
56,60,4,17,16,70.32264732124948
63,68,5,18,17,68.24705268792198
71,77,6,19,18,66.129308808541
80,82,2,20,19,64.39880176172555
84,88,4,1,20,63.82216163016504
89,94,5,2,1,64.21858439721804
97,112,15,3,2,65.5383096882833
114,125,11,4,3,67.22951043887387
130,141,11,5,4,68.91867400444202
144,160,16,6,5,70.14922496467948
164,185,21,7,6,70.72594049950433
188,208,20,8,7,70.64108876784154
210,212,2,8,8,0.0
234,243,9,8,8,0.0
246,248,2,8,8,0.0
250,258,8,9,8,70.18155806594639
262,270,8,10,9,69.82007582003209
273,275,2,9,10,69.82007582003209
282,295,13,8,9,70.18155806594639
297,300,3,7,8,70.64108876784154
307,312,5,7,7,0.0
316,321,5,6,7,70.72594049950433
330,332,2,6,6,0.0
335,338,3,5,6,70.14922496467948
343,351,8,3,5,134.69682548860862
353,370,17,2,3,65.5383096882833
