start_frame,end_frame,num_frames,hole_number,previous_hole,distance
7,9,2,15,-1,0.0
10,11,1,15,15,0.0
14,15,1,16,15,72.00873579790176
17,24,7,16,16,0.0
26,27,1,17,16,70.37109586653895
30,33,3,18,17,68.308472444702
36,121,85,19,18,66.01605502345647
126,127,1,20,19,64.5603263280503
128,166,38,20,20,0.0
168,172,4,20,20,0.0
178,190,12,1,20,63.8821453366703
194,209,15,2,1,64.17231291411679
212,217,5,3,2,65.47491094706703
220,227,7,4,3,67.18839357277614
230,239,9,5,4,68.90659025823673
242,243,1,6,5,70.11299244156989
244,253,9,6,6,0.0
258,259,1,7,6,70.79401335460699
263,273,10,8,7,70.70258237655715
276,282,6,9,8,70.11730492949287
285,286,1,10,9,69.77234205536195
288,290,2,11,10,69.7213288314792
294,301,7,12,11,70.4711933638379
302,309,7,12,12,0.0
314,317,3,12,12,0.0
325,368,43,12,12,0.0
