start_frame,end_frame,num_frames,hole_number,previous_hole,distance
1,2,1,7,-1,0.0
20,22,2,19,7,414.1404162828245
28,31,3,18,19,66.19821451727175
33,35,2,17,18,68.27057714061378
36,38,2,16,17,70.36483703156553
41,44,3,15,16,72.02256581540185
51,63,12,14,15,72.50687439189196
67,71,4,13,14,74.01431495887556
76,79,3,13,13,0.0
82,90,8,12,13,70.49631692967598
93,106,13,11,12,70.43120425255792
111,119,8,10,11,69.74765686804876
132,136,4,9,10,69.72333875972107
138,147,9,8,9,70.149517116121
151,153,2,8,8,0.0
155,157,2,7,8,70.7091079085009
159,198,39,6,7,70.6509610331797
200,201,1,6,6,0.0
211,237,26,6,6,0.0
241,254,13,5,6,70.22106206014371
258,260,2,4,5,68.91723352434451
262,265,3,3,4,67.20216110139707
282,320,38,2,3,65.2853142822505
323,324,1,2,2,0.0
336,342,6,2,2,0.0
345,353,8,1,2,64.32716392721026
423,425,2,20,1,63.76202519599177
426,445,19,20,20,0.0
449,456,7,19,20,64.43982953861759
459,463,4,19,19,0.0
473,481,8,19,19,0.0
494,495,1,15,19,261.49791081768353
500,503,3,14,15,72.50687439189196
505,516,11,13,14,74.01431495887556
520,531,11,12,13,70.49631692967598
533,541,8,12,12,0.0
544,548,4,11,12,70.43120425255792
553,558,5,10,11,69.74765686804876
575,576,1,9,10,69.72333875972107
578,598,20,9,9,0.0
602,605,3,9,9,0.0
