start_frame,end_frame,num_frames,hole_number,previous_hole,distance
2,4,2,15,-1,0.0
7,8,1,16,15,72.04357858548883
10,11,1,17,16,70.35587857706673
13,15,2,18,17,68.28249087819195
17,19,2,19,18,66.15951932279434
21,23,2,20,19,64.43752389365028
25,31,6,1,20,63.81046755460194
33,34,1,2,1,64.21130289155104
36,100,64,3,2,64.9332837911308
102,123,21,3,3,0.0
127,128,1,3,3,0.0
131,136,5,4,3,67.62003309589304
141,166,25,5,4,68.93168929449658
169,173,4,6,5,70.17627079433714
174,185,11,6,6,0.0
189,190,1,7,6,70.80205459706063
194,209,15,8,7,70.56579783315527
