start_frame,end_frame,num_frames,hole_number,previous_hole,distance
1,6,5,8,-1,0.0
9,13,4,7,8,70.64695974718909
15,18,3,7,7,0.0
21,22,1,6,7,70.74898422584047
24,28,4,7,6,70.74898422584047
30,32,2,8,7,70.64695974718909
33,40,7,9,8,70.15350733308674
42,43,1,9,9,0.0
51,53,2,12,9,201.3490055732122
54,57,3,12,12,0.0
60,61,1,13,12,70.45751335856856
62,63,1,14,13,74.02052400394342
65,68,3,15,14,72.54288628832164
71,72,1,16,15,72.01373189089524
74,75,1,17,16,70.3180449895859
77,79,2,18,17,68.2487538963023
80,87,7,18,18,0.0
89,90,1,19,18,66.18048705389216
92,98,6,20,19,64.37643139532078
99,108,9,20,20,0.0
109,110,1,1,20,63.8894966372294
112,114,2,2,1,64.19985506370512
124,128,4,7,2,313.9816706570966
130,135,5,8,7,70.64695974718909
137,138,1,9,8,70.15350733308674
141,144,3,10,9,69.70612384575661
145,146,1,10,10,0.0
166,171,5,10,10,0.0
183,184,1,14,10,264.16995914525666
217,221,4,9,14,313.6994885400119
222,226,4,9,9,0.0
228,230,2,8,9,70.15350733308674
240,243,3,8,8,0.0
246,251,5,9,8,70.15350733308674
280,281,1,10,9,69.70612384575661
296,298,2,14,10,264.16995914525666
314,319,5,13,14,74.02052400394342
554,555,1,10,13,202.85296103202032
