start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,6,1,14,-1,0.0
7,9,2,13,14,73.72860686831298
11,12,1,12,13,70.59545060879873
14,17,3,12,12,0.0
20,22,2,11,12,70.44896831018471
24,25,1,10,11,69.73134772660711
26,27,1,10,10,0.0
29,31,2,9,10,69.71872948767029
32,34,2,8,9,70.17376752133869
38,41,3,6,8,139.87071023057769
44,46,2,5,6,70.18191556670645
46,49,3,4,5,68.88538108909319
52,54,2,3,4,67.25335238155243
56,59,3,2,3,65.43123583858352
61,64,3,2,2,0.0
66,68,2,1,2,64.24870633188614
71,73,2,20,1,63.7821670576221
75,76,1,19,20,64.4395337646485
81,83,2,18,19,66.16478934909267
86,90,4,17,18,68.21126842451442
93,95,2,16,17,70.12445414990715
97,104,7,15,16,72.29832626047863
105,115,10,15,15,0.0
123,125,2,13,15,144.66620986367076
130,132,2,13,13,0.0
133,134,1,12,13,70.59545060879873
137,138,1,11,12,70.44896831018471
140,141,1,10,11,69.73134772660711
143,150,7,9,10,69.71872948767029
159,161,2,8,9,70.17376752133869
163,164,1,7,8,70.75503349685667
169,170,1,5,7,139.39784347334458
172,177,5,4,5,68.88538108909319
179,181,2,3,4,67.25335238155243
183,187,4,2,3,65.43123583858352
188,189,1,1,2,64.24870633188614
193,195,2,20,1,63.7821670576221
198,204,6,19,20,64.4395337646485
206,208,2,18,19,66.16478934909267
209,211,2,17,18,68.21126842451442
212,217,5,17,17,0.0
219,230,11,17,17,0.0
232,235,3,16,17,70.12445414990715
240,244,4,16,16,0.0
245,247,2,16,16,0.0
