start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,30,25,15,-1,0.0
37,48,11,16,15,72.02694633694199
59,89,30,17,16,70.29104835316268
126,132,6,19,17,132.87088788824735
137,146,9,20,19,64.38475484429816
152,153,1,1,20,63.79251489798434
171,185,14,5,1,250.77391384143627
190,197,7,6,5,70.09962446708715
203,208,5,7,6,70.75463092284426
223,227,4,8,7,70.63047402136104
228,230,2,8,8,0.0
242,247,5,9,8,70.13027814089658
251,274,23,10,9,69.66875978077053
605,607,2,17,10,404.1000690331501
610,616,6,16,17,70.29104835316268
619,627,8,16,16,0.0
631,642,11,15,16,72.02694633694199
645,647,2,15,15,0.0
649,654,5,15,15,0.0
