start_frame,end_frame,num_frames,hole_number,previous_hole,distance
32,33,1,11,-1,0.0
39,52,13,10,11,69.71867792927101
56,58,2,10,10,0.0
61,63,2,11,10,69.71867792927101
67,87,20,12,11,70.3827641704282
88,91,3,12,12,0.0
92,93,1,12,12,0.0
102,106,4,13,12,70.50295658865993
107,111,4,13,13,0.0
117,122,5,12,13,70.50295658865993
135,151,16,12,12,0.0
152,154,2,12,12,0.0
168,218,50,10,12,137.92965337839098
224,426,202,9,10,69.53920536291896
440,459,19,9,9,0.0
473,480,7,10,9,69.53920536291896
482,488,6,10,10,0.0
493,495,2,11,10,69.71867792927101
497,502,5,11,11,0.0
509,521,12,12,11,70.3827641704282
528,539,11,12,12,0.0
540,542,2,12,12,0.0
554,571,17,13,12,70.50295658865993
572,577,5,13,13,0.0
584,607,23,14,13,73.8522110279522
