start_frame,end_frame,num_frames,hole_number,previous_hole,distance
12,22,10,9,-1,0.0
24,28,4,10,9,69.68868722249817
30,35,5,11,10,69.75749147517978
40,43,3,12,11,70.42930346824333
47,54,7,12,12,0.0
64,75,11,13,12,70.50858569554065
81,91,10,14,13,74.01966454954524
92,96,4,14,14,0.0
99,104,5,15,14,72.52744514268507
110,131,21,16,15,72.0329239332775
137,138,1,17,16,70.36997900617078
140,146,6,18,17,68.25088449074296
150,157,7,19,18,66.16500130784684
160,167,7,20,19,64.4268163259448
168,173,5,20,20,0.0
175,185,10,1,20,63.77433164684121
205,207,2,1,1,0.0
208,209,1,1,1,0.0
212,214,2,2,1,64.25341285952516
218,239,21,3,2,65.34702842427951
241,251,10,4,3,67.25113316902538
252,254,2,5,4,68.921044060585
257,259,2,6,5,70.11996560593666
279,281,2,6,6,0.0
285,294,9,7,6,70.74489140075316
297,317,20,8,7,70.32183319691248
