start_frame,end_frame,num_frames,hole_number,previous_hole,distance
70,74,4,20,-1,0.0
74,79,5,1,20,63.78428731681811
89,91,2,19,1,126.48572546570048
94,100,6,18,19,66.1598398513724
104,108,4,17,18,68.29034018354388
115,121,6,16,17,70.35345608203286
126,129,3,15,16,72.03391537431104
135,144,9,14,15,72.49748211234382
148,156,8,13,14,73.74307641620668
159,165,6,12,13,70.67049498930278
168,180,12,11,12,70.43817242556575
181,182,1,11,11,0.0
189,193,4,10,11,69.73496243460143
241,244,3,18,10,432.256993466241
249,251,2,17,18,68.29034018354388
269,270,1,17,17,0.0
272,277,5,16,17,70.35345608203286
287,291,4,15,16,72.03391537431104
295,296,1,14,15,72.49748211234382
299,302,3,14,14,0.0
312,316,4,12,14,142.13674884661577
319,324,5,11,12,70.43817242556575
329,332,3,10,11,69.73496243460143
338,339,1,9,10,69.70580485969545
341,352,11,8,9,70.11557942830531
363,367,4,6,8,139.78292934916308
392,398,6,6,6,0.0
404,416,12,5,6,70.14654588253403
420,422,2,4,5,68.91183652573403
429,434,5,3,4,67.16268077121339
437,441,4,3,3,0.0
444,451,7,2,3,65.41804184880789
465,467,2,1,2,64.21808217246632
469,471,2,20,1,63.78428731681811
473,491,18,19,20,64.35973659997765
523,534,11,19,19,0.0
