start_frame,end_frame,num_frames,hole_number,previous_hole,distance
2,4,2,10,-1,0.0
7,9,2,11,10,69.74565949958448
10,11,1,11,11,0.0
13,17,4,11,11,0.0
22,39,17,12,11,70.44917999581276
41,52,11,12,12,0.0
56,107,51,13,12,70.45668901729526
111,138,27,12,13,70.45668901729526
143,151,8,11,12,70.44917999581276
152,158,6,11,11,0.0
161,162,1,11,11,0.0
167,178,11,10,11,69.74565949958448
183,186,3,9,10,69.74353211985728
187,189,2,9,9,0.0
191,204,13,8,9,70.07512663059826
205,233,28,8,8,0.0
234,239,5,8,8,0.0
244,245,1,7,8,70.77342155636434
248,255,7,6,7,70.75091092805341
267,272,5,5,6,70.16599684207489
273,274,1,5,5,0.0
278,286,8,4,5,68.91551517815962
292,354,62,3,4,67.08930838029976
359,360,1,2,3,65.54219812481514
363,371,8,1,2,64.17965445252916
374,383,9,20,1,63.77701912108726
384,401,17,20,20,0.0
404,405,1,19,20,64.45352732787846
407,411,4,18,19,66.17285861388017
414,417,3,17,18,68.27953483063723
423,429,6,16,17,70.3332867057785
430,436,6,16,16,0.0
441,445,4,15,16,72.04702111525457
450,452,2,14,15,72.50064841784761
458,462,4,13,14,73.93546040930735
467,497,30,12,13,70.45668901729526
498,506,8,12,12,0.0
