start_frame,end_frame,num_frames,hole_number,previous_hole,distance
5,9,4,20,-1,0.0
10,12,2,1,20,63.784732265520624
13,17,4,2,1,64.16505165744792
19,21,2,3,2,65.42001484262022
22,26,4,4,3,67.17797978421933
27,28,1,5,4,68.92931480451799
30,41,11,6,5,70.02828899708257
42,49,7,6,6,0.0
51,56,5,7,6,70.78211867359965
59,62,3,8,7,70.68480453250685
65,95,30,9,8,70.04619557008675
98,103,5,10,9,69.79063261460846
105,121,16,11,10,69.69472909270037
123,131,8,12,11,70.45597426469396
132,141,9,12,12,0.0
145,192,47,12,12,0.0
193,194,1,12,12,0.0
201,209,8,12,12,0.0
