start_frame,end_frame,num_frames,hole_number,previous_hole,distance
9,11,2,15,-1,0.0
13,15,2,16,15,72.02332611230186
19,20,1,18,16,137.06975807629595
21,22,1,19,18,66.18114500152237
62,67,5,6,19,381.0244027247004
71,82,11,5,6,70.13434681557972
100,105,5,4,5,68.9280213263885
107,109,2,3,4,67.19963155870417
112,127,15,2,3,65.38827670104111
128,139,11,2,2,0.0
142,149,7,1,2,64.21709680381444
150,155,5,1,1,0.0
157,160,3,20,1,63.911049264654544
166,169,3,19,20,64.34611499755043
181,196,15,20,19,64.34611499755043
268,269,1,10,20,455.2322822016426
271,277,6,9,10,69.69010572390374
279,341,62,8,9,70.21263892425296
