start_frame,end_frame,num_frames,hole_number,previous_hole,distance
8,10,2,15,-1,0.0
12,16,4,14,15,72.4938455970074
19,20,1,13,14,73.80217256419759
24,27,3,11,13,139.17646399255204
30,35,5,10,11,69.73636595350115
38,41,3,9,10,69.73762810696965
43,47,4,8,9,70.119528517137
51,57,6,7,8,70.69381919710933
64,66,2,6,7,70.76714409888929
69,71,2,4,6,137.67741172637486
72,74,2,3,4,67.23037703992185
76,77,1,2,3,65.38163023469892
78,79,1,2,2,0.0
81,82,1,1,2,64.24932956818489
93,101,8,16,1,301.3331215421304
105,116,11,16,16,0.0
