start_frame,end_frame,num_frames,hole_number,previous_hole,distance
138,141,3,10,-1,0.0
143,146,3,11,10,69.74217594454998
148,149,1,12,11,70.38483518977368
168,170,2,18,12,372.22075437168246
172,173,1,19,18,66.18954340125546
175,197,22,20,19,64.36555780123844
201,216,15,20,20,0.0
219,224,5,1,20,63.85749019380382
227,246,19,2,1,64.13984100760933
251,255,4,2,2,0.0
258,262,4,3,2,65.4308411028928
281,286,5,7,3,262.67247160226225
299,301,2,11,7,260.9233651727434
362,364,2,12,11,70.38483518977368
370,373,3,11,12,70.38483518977368
375,377,2,12,11,70.38483518977368
382,384,2,12,12,0.0
388,390,2,12,12,0.0
527,529,2,11,12,70.38483518977368
532,536,4,10,11,69.74217594454998
538,540,2,9,10,69.70569941188816
541,549,8,8,9,70.13168535680502
552,555,3,7,8,70.73899246135778
561,564,3,6,7,70.75773551721663
567,573,6,5,6,70.08923462010749
576,579,3,4,5,68.89463347164198
581,582,1,3,4,67.23174830658017
585,589,4,2,3,65.4308411028928
591,594,3,1,2,64.13984100760933
595,608,13,20,1,63.85749019380382
