start_frame,end_frame,num_frames,hole_number,previous_hole,distance
14,16,2,8,-1,0.0
20,22,2,7,8,70.73170234316208
26,253,227,6,7,70.24402677531002
258,268,10,5,6,70.56046959865681
274,284,10,4,5,68.90141418276679
286,290,4,3,4,67.18967609325283
295,296,1,1,3,128.05204477248776
299,310,11,20,1,63.7458563680286
313,315,2,19,20,64.45205291767876
319,321,2,18,19,66.12973595424899
323,325,2,17,18,68.30763540899078
327,329,2,16,17,70.35260222303185
332,333,1,15,16,72.05104276652979
336,338,2,14,15,72.48063577781399
346,353,7,13,14,73.75403545075972
356,360,4,12,13,70.58056653422335
364,366,2,12,12,0.0
378,381,3,12,12,0.0
382,390,8,12,12,0.0
391,394,3,12,12,0.0
395,398,3,12,12,0.0
