start_frame,end_frame,num_frames,hole_number,previous_hole,distance
90,106,16,19,-1,0.0
126,135,9,19,19,0.0
139,148,9,19,19,0.0
161,189,28,18,19,66.01677489148662
190,197,7,18,18,0.0
205,221,16,18,18,0.0
235,265,30,19,18,66.01677489148662
283,308,25,18,19,66.01677489148662
326,349,23,19,18,66.01677489148662
365,406,41,19,19,0.0
428,462,34,18,19,66.01677489148662
525,533,8,19,18,66.01677489148662
534,541,7,19,19,0.0
550,581,31,19,19,0.0
592,617,25,19,19,0.0
620,637,17,19,19,0.0
647,660,13,20,19,64.50750496480032
662,668,6,20,20,0.0
735,756,21,1,20,63.67760902432335
761,798,37,1,1,0.0
809,833,24,1,1,0.0
836,849,13,1,1,0.0
866,868,2,20,1,63.67760902432335
887,952,65,1,20,63.67760902432335
969,982,13,1,1,0.0
1068,1087,19,1,1,0.0
1091,1102,11,1,1,0.0
1113,1151,38,2,1,63.845286199307566
1153,1174,21,2,2,0.0
1181,1247,66,2,2,0.0
1248,1266,18,2,2,0.0
