start_frame,end_frame,num_frames,hole_number,previous_hole,distance
20,32,12,2,-1,0.0
33,50,17,2,2,0.0
53,60,7,3,2,65.422578454485
62,74,12,2,3,65.422578454485
77,79,2,1,2,64.22769707707289
86,95,9,2,1,64.22769707707289
101,104,3,3,2,65.422578454485
108,112,4,4,3,67.2877003985466
118,122,4,5,4,68.89884957533579
126,137,11,6,5,70.1580192574224
142,153,11,7,6,70.73470084240479
154,157,3,7,7,0.0
165,169,4,7,7,0.0
182,185,3,3,7,262.75918690258965
191,212,21,2,3,65.422578454485
216,218,2,2,2,0.0
222,225,3,1,2,64.22769707707289
228,231,3,20,1,63.84054221650783
236,237,1,20,20,0.0
239,249,10,19,20,64.39654838627564
256,258,2,1,19,126.56599062261049
260,270,10,2,1,64.22769707707289
273,278,5,3,2,65.422578454485
282,283,1,4,3,67.2877003985466
312,313,1,4,4,0.0
321,324,3,2,4,131.26453920418462
329,330,1,1,2,64.22769707707289
334,338,4,2,1,64.22769707707289
349,350,1,3,2,65.422578454485
355,362,7,2,3,65.422578454485
366,367,1,1,2,64.22769707707289
389,396,7,2,1,64.22769707707289
405,407,2,3,2,65.422578454485
450,451,1,14,3,427.821035445658
471,473,2,14,14,0.0
476,484,8,15,14,72.50782335740814
509,514,5,3,15,405.4406051977416
519,522,3,2,3,65.422578454485
525,534,9,2,2,0.0
537,604,67,2,2,0.0
605,606,1,2,2,0.0
616,632,16,2,2,0.0
