start_frame,end_frame,num_frames,hole_number,previous_hole,distance
8,15,7,8,-1,0.0
18,21,3,7,8,70.69174030747209
24,26,2,6,7,70.75249506121688
28,29,1,5,6,70.14572881404821
30,32,2,4,5,68.904473890784
34,36,2,3,4,67.18244032173718
38,40,2,2,3,65.39546863706735
41,43,2,1,2,64.22996066734474
45,47,2,20,1,63.7488232666706
50,51,1,19,20,64.45431144768845
54,59,5,18,19,66.0950949589923
62,65,3,17,18,68.31535360772432
68,73,5,16,17,70.34183986092648
75,76,1,15,16,72.01485609637217
82,89,7,13,15,144.42203840410986
93,97,4,12,13,70.48930786487264
100,101,1,12,12,0.0
104,105,1,12,12,0.0
106,145,39,12,12,0.0
