start_frame,end_frame,num_frames,hole_number,previous_hole,distance
20,31,11,17,-1,0.0
32,36,4,17,17,0.0
42,51,9,17,17,0.0
79,87,8,17,17,0.0
92,98,6,16,17,70.28556909102275
99,110,11,16,16,0.0
119,123,4,17,16,70.28556909102275
126,135,9,17,17,0.0
141,152,11,16,17,70.28556909102275
189,200,11,15,16,72.01825973597981
204,211,7,14,15,72.51727247211636
224,234,10,13,14,73.6438162174175
278,286,8,6,13,388.7913971072832
287,293,6,6,6,0.0
298,310,12,7,6,70.66338409587975
328,332,4,6,7,70.66338409587975
369,385,16,17,6,419.8354814322574
633,637,4,17,17,0.0
638,653,15,17,17,0.0
662,670,8,17,17,0.0
678,691,13,16,17,70.28556909102275
705,708,3,17,16,70.28556909102275
709,724,15,17,17,0.0
772,783,11,12,17,326.1222182851892
851,857,6,12,12,0.0
889,901,12,12,12,0.0
903,913,10,12,12,0.0
920,936,16,11,12,70.42416809351454
980,1020,40,10,11,69.65127263551386
1024,1157,133,10,10,0.0
1177,1262,85,10,10,0.0
1267,1285,18,10,10,0.0
