start_frame,end_frame,num_frames,hole_number,previous_hole,distance
37,42,5,1,-1,0.0
50,61,11,20,1,63.77922628678912
63,69,6,19,20,64.44023843150846
75,93,18,18,19,66.08400665414007
97,103,6,17,18,68.3128196043815
124,126,2,14,17,208.56948245010724
146,148,2,13,14,73.75361859403289
153,156,3,12,13,70.64827857927163
166,168,2,11,12,70.4450317371784
187,207,20,9,11,137.39001754484772
211,228,17,8,9,70.09210909000777
241,243,2,5,8,205.3775863898439
246,249,3,4,5,68.89656034219433
251,256,5,3,4,67.21761988754739
259,309,50,2,3,65.51031675342661
