start_frame,end_frame,num_frames,hole_number,previous_hole,distance
2,19,17,12,-1,0.0
21,24,3,12,12,0.0
31,32,1,11,12,70.41158939067391
36,51,15,10,11,69.7160331385717
55,66,11,9,10,69.6981647165815
68,70,2,9,9,0.0
73,80,7,8,9,70.15586729884973
85,92,7,7,8,70.72697097525825
94,95,1,7,7,0.0
97,107,10,7,7,0.0
112,123,11,6,7,70.72389065102772
138,141,3,1,6,306.8918248058428
143,145,2,20,1,63.75534660768441
147,153,6,19,20,64.41407252997678
156,157,1,18,19,66.1550032658363
159,160,1,17,18,68.29763790188959
162,163,1,16,17,70.34966526248563
164,165,1,15,16,72.02047332395914
169,170,1,13,15,144.49193511666388
171,177,6,13,13,0.0
180,184,4,12,13,70.67678380944741
185,186,1,12,12,0.0
191,228,37,12,12,0.0
