start_frame,end_frame,num_frames,hole_number,previous_hole,distance
10,14,4,4,-1,0.0
17,24,7,5,4,69.04442944345607
28,39,11,6,5,70.16777633039256
49,55,6,7,6,70.79353730146924
63,78,15,8,7,70.61956282335406
82,112,30,9,8,70.13857446818066
121,130,9,7,9,138.95402503128628
138,149,11,8,7,70.61956282335406
155,157,2,7,8,70.61956282335406
165,173,8,6,7,70.79353730146924
176,192,16,5,6,70.16777633039256
195,204,9,4,5,69.04442944345607
213,214,1,3,4,67.319094390893
231,233,2,3,3,0.0
234,235,1,3,3,0.0
239,253,14,2,3,65.45952784319105
256,259,3,1,2,64.3041404061832
262,276,14,20,1,63.75976609793715
279,284,5,19,20,64.46973862644677
287,291,4,18,19,66.10339515905129
293,300,7,17,18,68.26285059054032
303,327,24,16,17,69.71640628321256
