start_frame,end_frame,num_frames,hole_number,previous_hole,distance
9,10,1,14,-1,0.0
12,13,1,15,14,72.59527950948527
16,18,2,16,15,72.0365259085015
20,21,1,17,16,70.31708940791015
24,26,2,18,17,68.29975880544377
27,29,2,19,18,65.91642104303546
31,33,2,20,19,64.58394308399046
35,37,2,1,20,63.82359520547556
42,44,2,3,1,128.01224774664186
57,58,1,7,3,262.6755140674924
61,66,5,8,7,70.65464288816139
70,74,4,9,8,70.11136070509184
78,81,3,10,9,69.70117043372069
85,87,2,11,10,69.75305829247326
91,94,3,12,11,70.40756999013176
102,103,1,13,12,70.5211009520408
120,121,1,15,13,145.06512546145956
124,126,2,16,15,72.0365259085015
131,132,1,17,16,70.31708940791015
136,139,3,18,17,68.29975880544377
147,157,10,19,18,65.91642104303546
177,188,11,19,19,0.0
230,243,13,19,19,0.0
381,394,13,19,19,0.0
492,501,9,19,19,0.0
548,554,6,19,19,0.0
561,562,1,19,19,0.0
563,567,4,19,19,0.0
596,598,2,1,19,126.69340234481156
602,604,2,2,1,64.16617532265393
607,609,2,3,2,65.41503014732277
615,617,2,5,3,134.66372167095292
624,625,1,7,5,139.35986013972814
629,630,1,8,7,70.65464288816139
635,638,3,9,8,70.11136070509184
641,646,5,10,9,69.70117043372069
650,652,2,11,10,69.75305829247326
658,663,5,10,11,69.75305829247326
664,667,3,10,10,0.0
671,677,6,9,10,69.70117043372069
684,687,3,8,9,70.11136070509184
688,692,4,8,8,0.0
696,711,15,7,8,70.65464288816139
718,719,1,6,7,70.70806515541688
