start_frame,end_frame,num_frames,hole_number,previous_hole,distance
1,2,1,9,-1,0.0
5,15,10,8,9,70.16441050920118
19,28,9,7,8,70.72498027457202
31,36,5,8,7,70.72498027457202
38,43,5,9,8,70.16441050920118
46,51,5,10,9,69.7087835662684
54,59,5,11,10,69.75418121448641
67,71,4,13,11,139.08152845185606
77,79,2,13,13,0.0
89,90,1,15,13,145.12251212762996
97,107,10,17,15,140.7663992766194
110,117,7,18,17,68.30289576183628
120,123,3,19,18,66.1686061415802
126,131,5,19,19,0.0
135,151,16,20,19,64.41990049690236
155,160,5,1,20,63.835060597055
161,164,3,1,1,0.0
167,175,8,2,1,64.23918781570362
192,197,5,7,2,313.9976419241536
200,203,3,8,7,70.72498027457202
207,212,5,9,8,70.16441050920118
216,219,3,10,9,69.7087835662684
244,247,3,10,10,0.0
253,257,4,12,10,138.0107607660324
282,283,1,13,12,70.3914434640291
287,296,9,14,13,74.14325710294591
310,315,5,15,14,72.53764678121026
319,320,1,16,15,72.04402108352836
343,349,6,17,16,70.29138253440236
353,354,1,18,17,68.30289576183628
389,392,3,19,18,66.1686061415802
395,400,5,20,19,64.41990049690236
423,426,3,1,20,63.835060597055
447,450,3,8,1,398.7933705159306
489,497,8,8,8,0.0
499,506,7,8,8,0.0
516,520,4,9,8,70.16441050920118
529,533,4,10,9,69.7087835662684
537,541,4,11,10,69.75418121448641
560,564,4,12,11,70.41982964785525
567,569,2,13,12,70.3914434640291
570,577,7,13,13,0.0
597,598,1,14,13,74.14325710294591
606,610,4,15,14,72.53764678121026
616,621,5,16,15,72.04402108352836
642,643,1,16,16,0.0
646,654,8,16,16,0.0
659,666,7,16,16,0.0
669,670,1,16,16,0.0
696,699,3,10,16,365.9708142250624
704,715,11,9,10,69.7087835662684
719,723,4,8,9,70.16441050920118
726,733,7,8,8,0.0
