start_frame,end_frame,num_frames,hole_number,previous_hole,distance
8,9,1,7,-1,0.0
17,18,1,5,7,139.35173735081582
19,20,1,4,5,68.91448280093007
21,23,2,3,4,67.22563733674605
25,27,2,2,3,65.43259555667828
29,30,1,1,2,64.17493370029484
32,36,4,20,1,63.86928463950214
41,46,5,19,20,64.23302526691563
50,65,15,19,19,0.0
66,67,1,19,19,0.0
68,69,1,19,19,0.0
70,71,1,19,19,0.0
73,84,11,19,19,0.0
90,107,17,19,19,0.0
115,119,4,18,19,66.2847011380071
123,124,1,17,18,68.30452088100525
128,129,1,15,17,140.80073825513747
132,133,1,14,15,72.50704922640156
136,139,3,13,14,73.98866849949201
141,147,6,12,13,70.49002066238157
150,151,1,11,12,70.41137189720425
153,155,2,10,11,69.73492786283455
158,166,8,9,10,69.72381818891333
172,248,76,8,9,70.16309558540296
