start_frame,end_frame,num_frames,hole_number,previous_hole,distance
3,9,6,10,-1,0.0
11,17,6,10,10,0.0
21,27,6,9,10,69.69891891861026
33,34,1,10,9,69.69891891861026
40,44,4,12,10,138.08677672425546
75,79,4,12,12,0.0
87,90,3,13,12,70.53358827374394
91,93,2,13,13,0.0
95,96,1,14,13,73.73756054057684
97,105,8,14,14,0.0
107,111,4,15,14,72.49946176726976
115,119,4,16,15,72.02896242849853
122,126,4,17,16,70.36500738836695
127,128,1,17,17,0.0
129,130,1,17,17,0.0
139,160,21,17,17,0.0
168,171,3,18,17,68.31774993608906
177,180,3,19,18,66.1541480315886
183,196,13,19,19,0.0
200,216,16,20,19,64.41884559257456
232,237,5,2,20,126.35285074628511
240,246,6,3,2,65.42074991461973
248,252,4,3,3,0.0
255,257,2,4,3,67.19935675169579
260,263,3,5,4,68.90551820241973
266,277,11,6,5,70.11680467889266
279,281,2,7,6,70.7709668354968
283,286,3,8,7,70.70425328038252
287,289,2,9,8,70.1492286339517
293,294,1,10,9,69.69891891861026
297,301,4,11,10,69.74620160667618
304,306,2,12,11,70.51073075332008
309,312,3,12,12,0.0
322,325,3,12,12,0.0
329,333,4,12,12,0.0
335,337,2,12,12,0.0
